3,4,5,6,7,8,9
,zeta,mocks,huskie,hermits,mezquits,
,zigs,modal,hustle,hernial,micawber,
,zinc,model,hutzpa,hernias,micklest,
,zing,modes,hyalin,heroics,microbes,
,zins,modus,hybrid,heroins,microbus,
,zips,mogul,hybris,heroism,microlux,
,zits,mohel,hydrae,hetmans,midcults,
,zoea,mohur,hydras,hexadic,midrange,
,zoic,moils,hydria,hexagon,midspace,
,zone,moira,hydric,hexapod,midstory,
,zonk,moire,hydros,hexosan,midtowns,
,zori,moist,hyenas,hickeys,midwatch,
,zyme,mokes,hyenic,hickory,midyears,
,ikat,molar,hyetal,hidable,migrants,
,sail,molas,hymens,hidalgo,migrated,
,ikat,molds,hymnal,hideous,migrates,
,,moldy,hymned,hideout,milepost,
,,moles,hyoids,hijacks,milkshed,
,,molts,hyping,himself,milkwort,
,,monad,hypnic,hinders,minarets,
,,monas,hypoed,hindgut,minatory,
,,monde,klatch,hingers,minerals,
,,money,aslope,hinters,minglers,
,,monie,iambus,hipbone,minorcas,
,,monks,icebox,hipster,minstrel,
,,monte,iceman,hirable,mintages,
,,month,ichors,hirpled,minutely,
,,moped,ickers,hirples,miracles,
,,moper,icones,hirsled,mirthful,
,,mopes,ideals,hirsute,misacted,
,,mopey,idlers,histone,misagent,
,,morae,idlest,history,misalter,
,,moral,ignore,hoagies,misandry,
,,moras,ihrams,hoarily,misatone,
,,moray,imaged,hoarsen,misbegan,
,,morel,imager,hoatzin,misbegot,
,,mores,images,hoaxers,misbegun,
,,morns,imagos,hoaxing,misbound,
,,morph,imaret,hoblike,misbrand,
,,morse,imbark,hobnail,miscount,
,,morts,imbeds,hockers,misdealt,
,,mosey,imbody,hockeys,misdoubt,
,,moste,imbrue,hocking,misdrawn,
,,motel,imbued,hocused,misdrove,
,,motes,imbues,hogback,misenrol,
,,motey,impact,hoglike,misentry,
,,moths,impale,hogmane,misgrade,
,,mothy,impark,hognuts,misgraft,
,,motif,impart,hogtied,misgrown,
,,mouch,impawn,hogties,misheard,
,,moues,impels,hoicked,misjudge,
,,mould,impend,hoidens,mislabor,
,,moult,impone,hoisted,mislayer,
,,mound,import,hoister,mislearn,
,,mount,impose,hokiest,mislodge,
,,mourn,impost,holards,mispaged,
,,mouse,improv,holders,mispatch,
,,mousy,impugn,holding,misplace,
,,mouth,impure,holdups,misplant,
,,moved,impute,holibut,misplead,
,,mover,inarch,holiday,misquote,
,,moves,inarms,holiest,misrated,
,,movie,inbred,holking,misroute,
,,mowed,incage,holster,misruled,
,,mower,incase,homaged,mistaken,
,,moxas,incept,homager,mistaker,
,,moxie,incest,homages,misteach,
,,mucid,inched,hombres,misthrew,
,,mucin,inches,homburg,misthrow,
,,mucks,incogs,homiest,mistouch,
,,mucky,income,homines,mistrace,
,,mucor,incult,hondles,mistuned,
,,mucro,incurs,honesty,mistyped,
,,mudra,incuse,honkers,misvalue,
,,mufti,indole,honkeys,miswrote,
,,muhly,indols,honkies,misyoked,
,,mujik,indows,hopeful,mitogens,
,,mulch,induce,hoplite,mitzvahs,
,,mulct,induct,hopsack,mixtures,
,,muled,indues,hordein,moatlike,
,,mules,indult,hording,mochilas,
,,muley,inerts,hornets,mockable,
,,munch,infamy,hornily,modality,
,,mungo,infare,hornist,modeling,
,,munis,infect,horsily,modelist,
,,muons,infers,horsing,modernly,
,,mural,infest,hosiery,modestly,
,,muras,inflow,hospice,modishly,
,,mured,influx,hostage,modulate,
,,mures,infold,hostile,moistful,
,,murex,inform,hosting,moisture,
,,murid,infuse,hostler,molarity,
,,murks,ingate,hotbeds,moldiest,
,,murky,ingest,hotcake,moldings,
,,musca,ingles,hotline,moldwarp,
,,mused,ingots,hotspur,moleskin,
,,muser,ingulf,hounder,molybdic,
,,mushy,inhale,housing,monacids,
,,music,inhaul,howbeit,monarchs,
,,musky,inhume,howdies,monarchy,
,,musth,inject,howking,monastic,
,,musty,injure,howlers,monazite,
,,mutch,injury,howlets,monetary,
,,muted,inkers,howling,moneybag,
,,muter,inkjet,hoydens,mongrels,
,,mutes,inkles,hubcaps,monicker,
,,muton,inkpot,huckles,monikers,
,,mynah,inlace,hulkier,monished,
,,mynas,inlays,hulking,monkfish,
,,myoid,inlets,humaner,monsieur,
,,myope,inmate,humanly,monstera,
,,mysid,inmesh,humates,montaged,
,,myths,inmost,humbled,montages,
,,nabes,inpour,humbler,mopingly,
,,nabis,inputs,humbles,mopishly,
,,nacho,inroad,humeral,moraines,
,,nacre,inrush,humidly,moralise,
,,nadir,inseam,humidor,moralist,
,,naevi,insect,humoral,morality,
,,naifs,insert,humored,moralize,
,,nails,insole,humpier,morbidly,
,,naive,insoul,humping,morceaux,
,,naked,instal,hungers,mordancy,
,,naled,instar,hunkers,mordants,
,,named,instep,hunkier,mordents,
,,namer,insult,hunkies,moribund,
,,names,insure,hunters,morphias,
,,napes,intake,hurdies,morphine,
,,narco,inters,hurdles,morphing,
,,narcs,intomb,hurleys,morphins,
,,nards,intros,hurlies,morticed,
,,nares,inured,hurling,mortices,
,,naric,inures,hurting,mortised,
,,naris,invade,hurtled,moschate,
,,narks,invars,hurtles,moseying,
,,narky,invert,husband,motherly,
,,nasty,invest,huskier,mothlike,
,,natch,invoke,huskily,mouching,
,,nates,inward,husking,moulages,
,,navel,inwove,hustled,moulders,
,,naves,inwrap,hustler,mouldier,
,,nazis,iodate,huswife,moulding,
,,neaps,irades,hutlike,moulters,
,,nears,ireful,hutzpas,moulting,
,,neath,ironed,hyaenic,mounters,
,,neats,irones,hyaline,mouthers,
,,necks,island,hyalins,mouthier,
,,negus,isobar,hyalite,mouthily,
,,neifs,isohel,hyaloid,mouthing,
,,neigh,isomer,hybrids,movables,
,,neist,itched,hydrant,moveably,
,,nemas,itches,hydrase,movingly,
,,nerds,iterum,hydrate,mucilage,
,,nerdy,itself,hydriae,muckiest,
,,nerol,ixoras,hydrops,mucoidal,
,,nerts,ixtles,hydrous,mucosity,
,,nertz,iolite,hyenoid,mucrones,
,,nervy,jabiru,hygeist,mudflaps,
,,netop,jabots,hymenal,mudflats,
,,neuks,jacked,hymenia,mudflows,
,,neums,jacker,hymnals,mudholes,
,,nevus,jacket,hymnist,mudlarks,
,,newly,jading,hyoidal,mudpacks,
,,newsy,jadish,hyperon,mudrocks,
,,newts,jagers,hypnoid,mudstone,
,,nexus,jailed,hypogea,mugworts,
,,nicad,jailer,hypoing,mulching,
,,nicer,jailor,hyponea,mulcting,
,,niche,jalops,hypoxia,multiage,
,,nicks,jalopy,hypoxic,multicar,
,,nicol,jambed,hyraces,multiped,
,,nidal,jambes,hyraxes,munchers,
,,nides,jangle,oaklike,munchies,
,,nidus,jangly,iceboat,muntjacs,
,,nifty,japers,icterus,muntjaks,
,,nighs,japery,igneous,muraenid,
,,night,japing,ignoble,muralist,
,,nipas,jarful,ignobly,muriated,
,,niter,jargon,ignored,muriates,
,,nites,jarvey,ignores,muricate,
,,nitre,jasmin,imagers,murkiest,
,,nitro,jasper,imagery,murphies,
,,nival,jauked,imagoes,muscadel,
,,nixed,jaunce,imarets,muscadet,
,,nixes,jaunts,imbarks,muscatel,
,,nizam,jaunty,imblaze,muscling,
,,noble,jauped,imbower,musicale,
,,nobly,jawing,imbrown,musingly,
,,nocks,jehads,imbrued,musketry,
,,nodal,jerboa,imbrues,mustache,
,,nodes,jerids,imbrute,mustardy,
,,nodus,jerkin,impacts,mutagens,
,,noels,jesuit,impaled,mutchkin,
,,noils,jetons,impaler,mycelian,
,,noily,jetsam,impales,myceloid,
,,noirs,jetsom,impanel,mylonite,
,,noise,jewing,imparks,myoblast,
,,noisy,jezail,imparts,myogenic,
,,nomad,jibers,impaste,myograph,
,,nomas,jigsaw,impasto,myriapod,
,,nomes,jihads,impawns,mystical,
,,nopal,jilted,impeach,mystique,
,,noria,jilter,impearl,mythical,
,,noris,jimper,impends,trabeate,
,,norms,jimply,impetus,nacreous,
,,north,jingal,implant,naphtols,
,,nosed,jingko,implead,napiform,
,,nosey,jingle,implode,narghile,
,,notal,jingly,implore,nargileh,
,,notch,jinked,imponed,nargiles,
,,noted,jinker,impones,natively,
,,noter,jinxed,imports,natriums,
,,notes,jinxes,imposed,naturism,
,,notum,jitney,imposer,nautches,
,,novae,jivers,impound,navicert,
,,novas,jockey,impower,necropsy,
,,novel,jocund,impregn,negators,
,,noway,joined,impresa,negroids,
,,nowts,joiner,imprest,neighbor,
,,nubia,joints,improve,nelumbos,
,,nucha,jokers,improvs,neoliths,
,,nuder,jokier,impugns,neoplasm,
,,nudes,jokily,impulse,nephrism,
,,nudge,joking,imputed,nepotism,
,,nudie,jolted,imputer,networks,
,,nudzh,jolter,imputes,neumatic,
,,nuked,jorams,inaptly,neuromas,
,,nukes,jordan,inarmed,neurosal,
,,numbs,jorums,inboard,neurotic,
,,nurds,joseph,inbreds,neutrals,
,,nurls,joshed,inburst,nightcap,
,,nurse,josher,incaged,nightjar,
,,nutsy,jostle,incages,nilghaus,
,,nymph,jouals,incased,nimblest,
,,udder,jouked,incepts,nimbused,
,,eager,joules,inclasp,niobates,
,,oaken,jounce,inclose,nitrosyl,
,,oakum,jouncy,include,nobelium,
,,oared,jovial,incomer,noctuids,
,,oaten,jowars,incomes,noctules,
,,oater,jowing,incrust,nodality,
,,oaths,jowled,incudal,nomarchs,
,,oaves,joyful,incudes,nomarchy,
,,obeah,joying,incurve,nombrils,
,,obeli,jubile,incused,normalcy,
,,obeys,judger,indoles,notables,
,,obias,judges,indorse,notaries,
,,obits,judoka,indoxyl,notarize,
,,objet,jugate,indraft,notchers,
,,ocean,juiced,inducer,notepads,
,,ocher,juicer,induces,noticers,
,,ochre,juices,inducts,novalike,
,,ochry,juking,indulge,novelist,
,,ocker,juleps,indults,novercal,
,,ocrea,jumbal,indwelt,nubilose,
,,octad,jumble,inearth,nucleoid,
,,octal,jumbos,ineptly,nuclides,
,,octan,jumped,inertly,nugatory,
,,octyl,jumper,inexact,numbfish,
,,oculi,juncos,infarct,numeracy,
,,odeum,jungle,infares,numerals,
,,odist,jungly,infects,numerics,
,,odium,junior,inflame,nuptials,
,,odyle,junked,inflate,nutpicks,
,,odyls,junker,inflect,nylghais,
,,ofays,junket,inflows,nylghaus,
,,often,junkie,infolds,nymphets,
,,ofter,juntas,informs,oafishly,
,,ogams,juntos,infract,obduracy,
,,ogham,jupons,infused,obdurate,
,,ogive,jurant,infuser,obeahism,
,,ogled,jurats,ingates,obeisant,
,,ogler,jurels,ingesta,obituary,
,,ogles,juried,ingoted,obligate,
,,ogres,juries,ingraft,obligers,
,,ohias,jurist,ingrate,obliqued,
,,ohing,justed,ingroup,obliques,
,,ohmic,juster,ingulfs,obscured,
,,oiled,justle,inhaled,obstacle,
,,oiler,justly,inhaler,obtained,
,,oinks,iolite,inhales,obtainer,
,,okapi,emodin,inhauls,obtrudes,
,,okays,kafirs,inhumed,obtusely,
,,okehs,kaiser,inhumer,obviated,
,,okras,kalifs,inhumes,obviates,
,,olden,kaliph,injects,ochering,
,,older,kalium,injured,octangle,
,,oldie,kalong,injures,octupled,
,,oleic,kamsin,inkblot,octuples,
,,olein,kanjis,inkpots,octuplex,
,,oleum,kaolin,inlaced,oghamist,
,,olive,karmic,inlaces,ogrishly,
,,omber,kasher,inlayer,oilcamps,
,,ombre,kation,inmates,oldsquaw,
,,omega,kauris,inocula,oldwives,
,,omens,kayles,inphase,olibanum,
,,omers,kayoed,inpours,oligarch,
,,omits,kayoes,inquest,olympiad,
,,onces,kebars,inroads,omniarch,
,,onery,keblah,inscape,onstream,
,,onium,kefirs,insculp,opalines,
,,onset,kelims,inshore,opaquely,
,,ontic,keloid,insofar,opaquest,
,,opahs,kelson,inspect,opaquing,
,,opals,kelvin,instead,opencast,
,,opens,kenafs,insular,operably,
,,opera,kendos,insured,operands,
,,opine,kermis,inswept,operants,
,,oping,ketols,intakes,operatic,
,,opium,kevils,inthral,opercula,
,,opsin,keying,intombs,opulency,
,,opted,keypad,introfy,opuntias,
,,optic,khadis,intrude,orangish,
,,orach,khalif,inulase,orbitals,
,,orals,khazen,invader,ordinals,
,,orang,khedas,invades,ordinate,
,,orate,khoums,inverts,organdie,
,,orbed,kiangs,invoked,organics,
,,orbit,kiaugh,invoker,organise,
,,orcas,kiblah,invokes,organism,
,,orcin,kiblas,inwards,organist,
,,oread,kibosh,inwraps,organize,
,,organ,kidnap,iodates,organums,
,,orgic,kidney,iracund,orgasmic,
,,oriel,kilned,irately,orgastic,
,,orles,kilted,irksome,oriental,
,,ornis,kilter,isobare,origanum,
,,orpin,kinase,isobath,ornately,
,,osier,kinder,isogamy,ornithes,
,,osmic,kindle,isogeny,orphaned,
,,ostia,kindly,isogram,orphical,
,,other,kinema,isohyet,orpiment,
,,ought,kinged,isolate,osculant,
,,ounce,kingly,isolead,osculate,
,,ouphe,kirned,isopach,osnaburg,
,,ouphs,kirsch,isotach,otalgies,
,,ourie,kirtle,isotype,outasked,
,,ousel,kismat,isozyme,outbacks,
,,outby,kismet,dorhawk,outbaked,
,,outed,kiters,jabirus,outbakes,
,,outer,kithed,jacinth,outbarks,
,,outre,kithes,jackers,outbawls,
,,ouzel,kitsch,jackets,outbeams,
,,ovals,klatch,jackies,outblaze,
,,ovary,klaxon,jacking,outbrags,
,,ovate,klepht,jackleg,outbrave,
,,ovens,klongs,jackpot,outbrawl,
,,overs,kludge,jacobin,outbreak,
,,overt,kludgy,jacobus,outcaper,
,,ovine,kluges,jaconet,outcavil,
,,ovule,klutzy,jailers,outcharm,
,,owing,knaurs,jailors,outchide,
,,owlet,knaves,jambing,outclimb,
,,owned,knawel,jangled,outcrawl,
,,owner,kneads,jangler,outcried,
,,owsen,knifed,jangles,outcries,
,,oxide,knifer,janitor,outdance,
,,oxids,knifes,jarfuls,outdares,
,,oxime,knight,jargons,outdrags,
,,oxims,knives,jarldom,outdrank,
,,oxlip,knouts,jarsful,outdrawn,
,,oxter,knower,jarveys,outdraws,
,,oyers,knurls,jasmine,outdream,
,,thack,knurly,jaspery,outdrink,
,,paced,koines,jauking,outdrive,
,,pacer,kopjes,jaunced,outearns,
,,paces,korats,jaunces,outfable,
,,packs,koruna,jaunted,outfaced,
,,pacts,koruny,jauping,outfaces,
,,padis,kosher,javelin,outfawns,
,,padle,koumis,jawbone,outfield,
,,padre,koumys,jawlike,outfinds,
,,padri,krafts,jawline,outfired,
,,paeon,kraits,jaybird,outfires,
,,paged,krauts,jealous,outflank,
,,pager,krubis,jemidar,outflies,
,,pages,kuchen,jeopard,outgains,
,,pagod,kugels,jerboas,outgiven,
,,paiks,kurgan,jerkily,outgives,
,,pails,kurtas,jerking,outglare,
,,pains,kuvasz,jerkins,outgnaws,
,,paint,kvetch,jestful,outgrins,
,,pairs,kybosh,jesting,outheard,
,,paise,kyries,jewfish,outhears,
,,paled,kythed,jezails,outlands,
,,paler,kythes,jigsawn,outlawed,
,,pales,iatric,jilters,outlawry,
,,palet,labium,jimpest,outleaps,
,,palms,labors,jingals,outlearn,
,,palmy,labour,jingled,outliers,
,,palsy,labret,jingler,outlined,
,,pandy,labrum,jingles,outliner,
,,paned,lacers,jingoes,outlines,
,,panel,laches,jinkers,outlived,
,,panes,lacier,jitneys,outliver,
,,pangs,lacing,jobname,outlives,
,,panic,lacked,jockeys,outlying,
,,pansy,lacker,jocular,outmarch,
,,panto,lackey,jodhpur,outpaced,
,,pants,lacune,joinder,outpaces,
,,panty,ladens,joiners,outplans,
,,parch,laders,joinery,outplays,
,,pardi,ladies,jointed,outprays,
,,pards,lading,jointer,outprice,
,,pardy,ladino,jointly,outraced,
,,pared,ladron,joisted,outraces,
,,pareo,lagend,jokiest,outraged,
,,pares,lagers,jolters,outrages,
,,pareu,lagune,joltier,outraise,
,,parge,laichs,jolting,outrance,
,,pargo,laighs,jonquil,outrange,
,,paris,lairds,jordans,outranks,
,,parks,laired,joshing,outraved,
,,parle,lakers,jostled,outraves,
,,parol,lakier,jostler,outreach,
,,parse,laking,jouking,outreads,
,,parts,lambed,jounced,outrides,
,,party,lamber,jounces,outrings,
,,parve,lambie,journal,outrival,
,,parvo,lamedh,journey,outshame,
,,paseo,lameds,jousted,outshine,
,,paste,lament,jouster,outsider,
,,pasty,lamest,jowlier,outsized,
,,patch,laming,joyance,outslick,
,,pated,lamped,joyride,outsmile,
,,paten,lanced,jubiles,outspeak,
,,pater,lancer,judgers,outspend,
,,pates,lances,judoist,outsware,
,,paths,lancet,judokas,outswear,
,,patin,lander,jughead,outvying,
,,patio,langue,juicers,outwalks,
,,patly,langur,jukebox,outwards,
,,patsy,lanker,jumbals,outwears,
,,pause,lanose,jumbled,outweary,
,,paved,lanugo,jumbler,outweigh,
,,paver,lapdog,jumbles,outwhirl,
,,paves,lapins,jumpers,outwiled,
,,pavid,lapsed,jumpier,outwiles,
,,pavin,lapser,jumpily,outwinds,
,,pavis,lardon,jumping,outyelps,
,,pawed,larges,juncoes,outyield,
,,pawer,largos,jungled,ovenbird,
,,pawky,larine,jungles,overacts,
,,pawls,larked,juniors,overbids,
,,pawns,larums,juniper,overbusy,
,,paxes,larynx,junkers,overbuys,
,,payed,lashed,junkets,overcast,
,,payer,lasher,junkier,overcuts,
,,payor,lasing,junkies,overdubs,
,,peach,lasted,jurants,overfast,
,,peags,laster,jurying,overfish,
,,peaks,latens,juryman,overfund,
,,peaky,lathed,jurymen,overgild,
,,peals,lather,justice,overgilt,
,,peans,lathes,justify,overglad,
,,pearl,lathis,justing,overhand,
,,pears,latigo,justled,overhang,
,,peart,latino,juvenal,overhaul,
,,peats,latish,kajeput,overhung,
,,peaty,latkes,kalends,overhunt,
,,peavy,lauder,kaliphs,overjust,
,,pecan,laughs,kaliums,overkind,
,,pechs,launce,kalongs,overlaid,
,,pecks,launch,kampong,overlain,
,,pecky,lavers,kaoline,overland,
,,pedal,laving,kaolins,overlaps,
,,pedro,lavish,karstic,overlays,
,,peins,lawine,karting,overlush,
,,pekan,lawing,kashmir,overmans,
,,pekin,lawmen,kashrut,overmany,
,,pelfs,lawyer,kathode,overmild,
,,pelon,laxest,kations,overmilk,
,,pelts,laxity,kauries,overmuch,
,,penal,layers,kayoing,overpaid,
,,pends,laying,keblahs,overpast,
,,pengo,laymen,keitloa,overpays,
,,penis,layout,keloids,overplan,
,,peons,layups,kelping,overplay,
,,peony,lazied,kelvins,overplus,
,,perch,lazier,kenotic,oversalt,
,,perdu,lazies,keramic,oversick,
,,perdy,lazing,keratin,overslip,
,,peril,leachy,kerbing,overspin,
,,peris,learns,kerfing,overstay,
,,perks,learnt,kerygma,overtalk,
,,perky,lectin,ketchup,overtask,
,,perms,lector,ketonic,overthin,
,,pesky,legacy,keycard,overtips,
,,pesto,legato,keypads,overwily,
,,pesty,legion,keyword,overwind,
,,petal,legist,khalifs,oviducal,
,,pewit,legits,khamsin,oviducts,
,,phage,legman,khazens,ovulated,
,,phase,lehuas,kiaughs,ovulates,
,,phial,lekvar,kiblahs,oxazines,
,,phlox,lemans,kidnaps,oxhearts,
,,phone,lemons,kidneys,oxidable,
,,phons,lemony,kilobar,oxidants,
,,phony,lemurs,kilorad,oxidates,
,,phots,length,kilters,oxyacids,
,,phuts,lenity,kindest,oxygenic,
,,phyla,lentic,kindler,oxyphile,
,,phyle,lentos,kindles,oxyphils,
,,piano,lepton,kinemas,ubieties,
,,pians,lesion,kingcup,pachinko,
,,pibal,letups,kingdom,pachouli,
,,pical,leucin,kinglet,packings,
,,picas,leukon,kirtled,pactions,
,,picks,levant,kirtles,padlocks,
,,picky,levins,kistful,padrones,
,,picot,levity,kitchen,pageboys,
,,picul,lexica,kitschy,pagurids,
,,piers,lianes,klatsch,painches,
,,pieta,liangs,klavern,painters,
,,piety,liards,klaxons,palfreys,
,,pigmy,libers,klephts,palimony,
,,pikas,librae,klister,palinode,
,,piked,libras,kludges,palmiest,
,,piker,lichen,klutzes,palsying,
,,pikes,liches,knavery,paludism,
,,pilaf,lichts,knavish,panbroil,
,,pilar,licked,knawels,pandects,
,,pilau,licker,knifers,pandemic,
,,pilaw,lictor,knights,pandores,
,,pilea,lidars,knouted,pandours,
,,piled,lifers,knowers,panelist,
,,piles,lifted,knurled,panfried,
,,pilot,lifter,kolache,panfries,
,,pilus,ligand,kolbasi,panicked,
,,pimas,ligans,korunas,panicled,
,,pinas,ligase,kouprey,panicles,
,,pinch,ligate,kremlin,panicums,
,,pined,ligers,krypton,panmixes,
,,pines,lights,kunzite,panoches,
,,piney,ligure,kurbash,panthers,
,,pingo,likens,kurgans,pantiled,
,,pings,likers,kvetchy,pantiles,
,,pinko,likest,kyanise,pantofle,
,,pinks,likuta,kyanite,pantoums,
,,pinky,limans,kyanize,pantries,
,,pinot,limbas,kylices,parboils,
,,pinta,limbed,kything,parchesi,
,,pinto,limber,himself,parching,
,,pints,limbos,rulable,parecism,
,,pions,limbus,labored,paretics,
,,pious,limens,labours,parflesh,
,,pique,limeys,labrets,parhelic,
,,pirns,limned,labroid,parkings,
,,pirog,limner,labrums,parodies,
,,pisco,limpas,laciest,parodist,
,,piste,limped,lacings,paroling,
,,pitas,limper,lackers,paronyms,
,,pitch,limpet,lackeys,paroquet,
,,piths,limpsy,lacking,parotids,
,,pithy,linacs,lacquer,paroxysm,
,,piton,linage,lacquey,parquets,
,,pivot,linear,lactone,parslied,
,,pixel,liners,lactose,parsonic,
,,pixes,lineup,lacunes,partible,
,,place,lingam,ladings,particle,
,,plack,lingas,ladinos,partings,
,,plage,linger,ladrone,partying,
,,plaid,lingua,ladrons,parvenus,
,,plain,linked,ladybug,parvolin,
,,plait,linker,ladyish,pastiche,
,,plane,linkup,ladykin,pastored,
,,plank,linsey,lagends,pastromi,
,,plans,linter,lagunes,pastured,
,,plant,linums,lakiest,patchers,
,,plash,lipase,lakings,patchier,
,,plasm,lipoma,lambent,patchily,
,,plate,liquor,lambers,patching,
,,plats,liroth,lambert,pathogen,
,,platy,lisped,lambier,patronly,
,,plays,lisper,lambies,pauldron,
,,plead,listed,lambing,paunched,
,,pleas,listen,lambkin,paunches,
,,pleat,lister,lamedhs,paviours,
,,plebs,litany,laments,pawkiest,
,,plena,liters,lampers,payments,
,,plews,lither,lamping,peaching,
,,plica,lithos,lampion,peafowls,
,,plied,litmus,lamprey,pearling,
,,plier,litres,lamster,pectoral,
,,plies,livens,lancers,peculiar,
,,plink,livers,lancets,pedaling,
,,plods,livery,landers,pedantic,
,,plonk,livest,langues,pedantry,
,,plots,livres,languet,pedicabs,
,,plotz,livyer,languid,pediform,
,,plows,lizard,languor,pedocals,
,,ploys,loader,langurs,pegboard,
,,pluck,loafed,lankest,pelicans,
,,plugs,loafer,lankier,pelorian,
,,plumb,loamed,lanugos,pelorias,
,,plume,loaned,lapdogs,pembinas,
,,plums,loaner,lapides,pemicans,
,,plumy,loathe,lapsing,penality,
,,plunk,loaves,lapwing,pendular,
,,plush,lobate,larceny,penlight,
,,plyer,locate,larches,penstock,
,,poach,lochan,larding,pentarch,
,,pocks,lochia,lardons,pentomic,
,,pocky,locked,largest,penuchis,
,,podgy,locker,largish,penumbra,
,,podia,locket,larking,peracids,
,,poems,lockup,larkish,perching,
,,poesy,locums,lashing,percoids,
,,poets,locust,lasting,pergolas,
,,pogey,lodens,latched,perianth,
